request_id,timestamp,method,uri,query_string,query_params_json,host,user_agent,content_type,accept,referer,cookie_hash,authorization_type,x_forwarded_for,body_truncated,body_len_original,source_ip,source_port,server_ip,server_port,proto,pcap_file,tcp_flags,tcp_flags_str,response_status,response_headers_json,response_size,response_time_ms,response_body_truncated,response_body_len_original,headers_raw,decision,threat_score,confidence,attack_type,model_version
e0a0fcba370124c2f619e70d140d9688,"Wed, 10 Jun 2026 05:24:21 GMT",GET,/index.php/jsast-testing,,{},10.34.100.110,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",,,,153a80808bfe65ff,,,,0,10.201.66.124,40256,10.34.100.110,80,TCP,,,,0,{},0,-1,,0,"{""accept-language"": ""en-US,en;q=0.9"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"", ""cookie"": ""[MASKED]"", ""host"": ""10.34.100.110"", ""accept-encoding"": ""gzip, deflate"", ""connection"": ""keep-alive""}",PASS,0.0101,0.9899,NONE,rf-realistic-v1
789187139b25d5f4a40ac10b2dd7418f,"Wed, 10 Jun 2026 05:24:21 GMT",GET,/index.php/jsast-testing/login?source=%2Findex.php%2Fjsast-testing%2Fissue%2Fview%2F3,source=%2Findex.php%2Fjsast-testing%2Fissue%2Fview%2F3,{},10.34.100.110,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",http://10.34.100.110/index.php/jsast-testing/issue/view/3,2081b6e1dd4de56b,,,,0,10.201.66.124,47478,10.34.100.110,80,TCP,,,,0,{},0,-1,,0,"{""cache-control"": ""max-age=0"", ""upgrade-insecure-requests"": ""1"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""sec-gpc"": ""1"", ""cookie"": ""[MASKED]"", ""accept-language"": ""en-US,en;q=0.9"", ""referer"": ""http://10.34.100.110/index.php/jsast-testing/issue/view/3"", ""host"": ""10.34.100.110"", ""accept-encoding"": ""gzip, deflate"", ""connection"": ""keep-alive""}",BLOCK,0.96,1.0,UNKNOWN_ATTACK,rf-realistic-v1
2da599fadf041d6615b2d3b362fefcf5,"Wed, 10 Jun 2026 05:24:21 GMT",GET,/index.php/jsast-testing/$$$call$$$/page/page/css?name=stylesheet,name=stylesheet,{},10.34.100.110,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",,"text/css,*/*;q=0.1",http://10.34.100.110/index.php/jsast-testing/login?source=%2Findex.php%2Fjsast-testing%2Fissue%2Fview%2F3,2081b6e1dd4de56b,,,,0,10.201.66.124,47478,10.34.100.110,80,TCP,,,,0,{},0,-1,,0,"{""if-modified-since"": ""Wed, 10 Jun 2026 04:57:17 GMT"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"", ""accept"": ""text/css,*/*;q=0.1"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.9"", ""cookie"": ""[MASKED]"", ""referer"": ""http://10.34.100.110/index.php/jsast-testing/login?source=%2Findex.php%2Fjsast-testing%2Fissue%2Fview%2F3"", ""host"": ""10.34.100.110"", ""accept-encoding"": ""gzip, deflate"", ""connection"": ""keep-alive""}",PASS,0.2998,0.7002,NONE,rf-realistic-v1
012fa8ed4e1534e935edde3507122c17,"Wed, 10 Jun 2026 05:24:21 GMT",GET,/index.php/jsast-testing/$$$call$$$/page/page/css?name=font,name=font,{},10.34.100.110,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",,"text/css,*/*;q=0.1",http://10.34.100.110/index.php/jsast-testing/login?source=%2Findex.php%2Fjsast-testing%2Fissue%2Fview%2F3,2081b6e1dd4de56b,,,,0,10.201.66.124,55228,10.34.100.110,80,TCP,,,,0,{},0,-1,,0,"{""if-modified-since"": ""Wed, 10 Jun 2026 04:57:17 GMT"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"", ""accept"": ""text/css,*/*;q=0.1"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.9"", ""cookie"": ""[MASKED]"", ""referer"": ""http://10.34.100.110/index.php/jsast-testing/login?source=%2Findex.php%2Fjsast-testing%2Fissue%2Fview%2F3"", ""host"": ""10.34.100.110"", ""accept-encoding"": ""gzip, deflate"", ""connection"": ""keep-alive""}",PASS,0.185,0.815,NONE,rf-realistic-v1
0fe128b2247ff102a8062ab5748d1b2c,"Wed, 10 Jun 2026 05:24:23 GMT",GET,/index.php/jsast-testing/login,,{},10.34.100.110,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",http://10.34.100.110/index.php/jsast-testing/login?source=%2Findex.php%2Fjsast-testing%2Fissue%2Fview%2F3,2081b6e1dd4de56b,,,,0,10.201.66.124,47478,10.34.100.110,80,TCP,,,,0,{},0,-1,,0,"{""upgrade-insecure-requests"": ""1"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.9"", ""cookie"": ""[MASKED]"", ""referer"": ""http://10.34.100.110/index.php/jsast-testing/login?source=%2Findex.php%2Fjsast-testing%2Fissue%2Fview%2F3"", ""host"": ""10.34.100.110"", ""accept-encoding"": ""gzip, deflate"", ""connection"": ""keep-alive""}",PASS,0.0101,0.9899,NONE,rf-realistic-v1
69d76efc523d170cb8abc94eb73fc49e,"Wed, 10 Jun 2026 05:24:27 GMT",POST,/index.php/jsast-testing/login/signIn,,{},10.34.100.110,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",application/x-www-form-urlencoded,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",http://10.34.100.110/index.php/jsast-testing/login?source=%2Findex.php%2Fjsast-testing%2Fmanagement%2Fsettings%2Fcontext,153a80808bfe65ff,,,csrfToken=[MASKED]&source=%2Findex.php%2Fjsast-testing%2Fmanagement%2Fsettings%2Fcontext&username=admin&password=[MASKED]&remember=1,156,10.201.66.124,40256,10.34.100.110,80,TCP,,,,0,{},0,-1,,0,"{""cache-control"": ""max-age=0"", ""upgrade-insecure-requests"": ""1"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"", ""cookie"": ""[MASKED]"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""host"": ""10.34.100.110"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.5"", ""origin"": ""http://10.34.100.110"", ""referer"": ""http://10.34.100.110/index.php/jsast-testing/login?source=%2Findex.php%2Fjsast-testing%2Fmanagement%2Fsettings%2Fcontext"", ""content-type"": ""application/x-www-form-urlencoded"", ""accept-encoding"": ""gzip, deflate"", ""connection"": ""keep-alive""}",PASS,0.2317,0.7683,NONE,rf-realistic-v1
d3685b275a3b0f056ddb8e05825cf49d,"Wed, 10 Jun 2026 05:24:27 GMT",GET,/index.php/jsast-testing/management/settings/context,,{},10.34.100.110,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",http://10.34.100.110/index.php/jsast-testing/login?source=%2Findex.php%2Fjsast-testing%2Fmanagement%2Fsettings%2Fcontext,b5d2fe976b2d1003,,,,0,10.201.66.124,40256,10.34.100.110,80,TCP,,,,0,{},0,-1,,0,"{""cache-control"": ""max-age=0"", ""upgrade-insecure-requests"": ""1"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""sec-gpc"": ""1"", ""cookie"": ""[MASKED]"", ""accept-language"": ""en-US,en;q=0.5"", ""referer"": ""http://10.34.100.110/index.php/jsast-testing/login?source=%2Findex.php%2Fjsast-testing%2Fmanagement%2Fsettings%2Fcontext"", ""host"": ""10.34.100.110"", ""accept-encoding"": ""gzip, deflate"", ""connection"": ""keep-alive""}",BLOCK,0.5652,0.6217,UNKNOWN_ATTACK,rf-realistic-v1
fb75406640e52ce37ce7bf85e05480ec,"Wed, 10 Jun 2026 05:24:28 GMT",POST,/index.php/jsast-testing/login/signIn,,{},10.34.100.110,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",application/x-www-form-urlencoded,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",http://10.34.100.110/index.php/jsast-testing/login,2081b6e1dd4de56b,,,csrfToken=[MASKED]&source=&username=admin&password=[MASKED]&remember=1,94,10.201.66.124,47478,10.34.100.110,80,TCP,,,,0,{},0,-1,,0,"{""cache-control"": ""max-age=0"", ""upgrade-insecure-requests"": ""1"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"", ""cookie"": ""[MASKED]"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""host"": ""10.34.100.110"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.9"", ""origin"": ""http://10.34.100.110"", ""referer"": ""http://10.34.100.110/index.php/jsast-testing/login"", ""content-type"": ""application/x-www-form-urlencoded"", ""accept-encoding"": ""gzip, deflate"", ""connection"": ""keep-alive""}",PASS,0.2217,0.7783,NONE,rf-realistic-v1
ddb0f81fd72059cd993c01798f760f0c,"Wed, 10 Jun 2026 05:24:28 GMT",GET,/index.php/jsast-testing/$$$call$$$/page/page/css?v=3.3.0.13,v=3.3.0.13,{},10.34.100.110,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",,"text/css,*/*;q=0.1",http://10.34.100.110/index.php/jsast-testing/management/settings/context,b5d2fe976b2d1003,,,,0,10.201.66.124,40256,10.34.100.110,80,TCP,,,,0,{},0,-1,,0,"{""if-modified-since"": ""Wed, 10 Jun 2026 04:56:29 GMT"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"", ""accept"": ""text/css,*/*;q=0.1"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.5"", ""cookie"": ""[MASKED]"", ""referer"": ""http://10.34.100.110/index.php/jsast-testing/management/settings/context"", ""host"": ""10.34.100.110"", ""accept-encoding"": ""gzip, deflate"", ""connection"": ""keep-alive""}",PASS,0.31,0.69,NONE,rf-realistic-v1
f1bcc02ef357a008f7d3fa6871ca34f2,"Wed, 10 Jun 2026 05:24:28 GMT",GET,/index.php/jsast-testing/submissions,,{},10.34.100.110,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",http://10.34.100.110/index.php/jsast-testing/login,61ccc2e028398c2e,,,,0,10.201.66.124,47478,10.34.100.110,80,TCP,,,,0,{},0,-1,,0,"{""cache-control"": ""max-age=0"", ""upgrade-insecure-requests"": ""1"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""sec-gpc"": ""1"", ""cookie"": ""[MASKED]"", ""accept-language"": ""en-US,en;q=0.9"", ""referer"": ""http://10.34.100.110/index.php/jsast-testing/login"", ""host"": ""10.34.100.110"", ""accept-encoding"": ""gzip, deflate"", ""connection"": ""keep-alive""}",PASS,0.0201,0.9799,NONE,rf-realistic-v1
c68c2bdd5dc05c2e697bc9eb04244684,"Wed, 10 Jun 2026 05:24:29 GMT",GET,/index.php/jsast-testing/$$$call$$$/page/page/css?v=3.3.0.13,v=3.3.0.13,{},10.34.100.110,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",,"text/css,*/*;q=0.1",http://10.34.100.110/index.php/jsast-testing/submissions,61ccc2e028398c2e,,,,0,10.201.66.124,47478,10.34.100.110,80,TCP,,,,0,{},0,-1,,0,"{""if-modified-since"": ""Wed, 10 Jun 2026 04:56:29 GMT"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"", ""accept"": ""text/css,*/*;q=0.1"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.9"", ""cookie"": ""[MASKED]"", ""referer"": ""http://10.34.100.110/index.php/jsast-testing/submissions"", ""host"": ""10.34.100.110"", ""accept-encoding"": ""gzip, deflate"", ""connection"": ""keep-alive""}",PASS,0.31,0.69,NONE,rf-realistic-v1
38a9faee8c6aba5dfa3f378e38fefe58,"Wed, 10 Jun 2026 05:24:29 GMT",GET,/index.php/jsast-testing/$$$call$$$/grid/settings/category/category-category-grid/fetch-grid?_=1781069068875,_=1781069068875,{},10.34.100.110,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",,"application/json, text/javascript, */*; q=0.01",http://10.34.100.110/index.php/jsast-testing/management/settings/context,b5d2fe976b2d1003,,,,0,10.201.66.124,40278,10.34.100.110,80,TCP,,,,0,{},0,-1,,0,"{""x-requested-with"": ""XMLHttpRequest"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"", ""accept"": ""application/json, text/javascript, */*; q=0.01"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.5"", ""cookie"": ""[MASKED]"", ""referer"": ""http://10.34.100.110/index.php/jsast-testing/management/settings/context"", ""host"": ""10.34.100.110"", ""accept-encoding"": ""gzip, deflate"", ""connection"": ""keep-alive""}",PASS,0.2401,0.7599,NONE,rf-realistic-v1
e2fd843ad956cbd48c12685921138ddb,"Wed, 10 Jun 2026 05:24:29 GMT",GET,/lib/pkp/lib/vendor/tinymce/tinymce/skins/lightgray/skin.min.css.map,,{},10.34.100.110,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",,,,b5d2fe976b2d1003,,,,0,10.201.66.124,40272,10.34.100.110,80,TCP,,,,0,{},0,-1,,0,"{""accept-language"": ""en-US,en;q=0.9"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"", ""cookie"": ""[MASKED]"", ""host"": ""10.34.100.110"", ""accept-encoding"": ""gzip, deflate"", ""connection"": ""keep-alive""}",BLOCK,0.555,0.6105,UNKNOWN_ATTACK,rf-realistic-v1
