request_id,timestamp,method,uri,query_string,host,user_agent,content_type,accept,referer,cookie_hash,authorization_type,x_forwarded_for,body_truncated,body_len_original,source_ip,source_port,server_ip,server_port,body_raw,headers_raw,decision,threat_score,confidence,attack_type,model_version
9fabb247a528e397ba0590fab94e7ec7,"Fri, 08 May 2026 06:40:41 GMT",GET,/,,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",,,,,,0,172.19.0.1,46442,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""sec-fetch-user"": ""?1"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""sec-fetch-dest"": ""document"", ""upgrade-insecure-requests"": ""1"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""host"": ""localhost:8080"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""connection"": ""keep-alive"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.5"", ""cache-control"": ""max-age=0"", ""sec-fetch-site"": ""none"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-fetch-mode"": ""navigate""}",PASS,0.68,0.748,NONE,rf-v2.0-userspace
cb87d4c02ab968158a4387edac0162ed,"Fri, 08 May 2026 06:40:41 GMT",GET,/index.php,,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",,,,,,0,172.19.0.1,46442,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""sec-fetch-user"": ""?1"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""sec-fetch-dest"": ""document"", ""upgrade-insecure-requests"": ""1"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""host"": ""localhost:8080"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""connection"": ""keep-alive"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.5"", ""cache-control"": ""max-age=0"", ""sec-fetch-site"": ""none"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-fetch-mode"": ""navigate""}",PASS,0.68,0.748,NONE,rf-v2.0-userspace
b1b4d7386871020acd30d3934e36abf3,"Fri, 08 May 2026 06:40:41 GMT",GET,/index.php/publicknowledge,,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",,84dad94fe107a0e3,,,,0,172.19.0.1,46442,172.19.0.3,80,,"{""sec-fetch-user"": ""?1"", ""sec-fetch-dest"": ""document"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""host"": ""localhost:8080"", ""connection"": ""keep-alive"", ""cache-control"": ""max-age=0"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-ch-ua-mobile"": ""?0"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""upgrade-insecure-requests"": ""1"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-fetch-site"": ""none"", ""sec-fetch-mode"": ""navigate"", ""cookie"": ""OJSSID=hu5d67i11uhrucoaco701gqbo7""}",PASS,0.68,0.748,NONE,rf-v2.0-userspace
4bae0255dc5db92e1dc096e16cfd4699,"Fri, 08 May 2026 06:40:41 GMT",GET,/index.php/publicknowledge/$$$call$$$/page/page/css?name=stylesheet,name=stylesheet,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/css,*/*;q=0.1",http://localhost:8080/index.php/publicknowledge,84dad94fe107a0e3,,,,0,172.19.0.1,46448,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""sec-fetch-mode"": ""no-cors"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""sec-fetch-dest"": ""style"", ""referer"": ""http://localhost:8080/index.php/publicknowledge"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""if-modified-since"": ""Sun, 26 Apr 2026 15:27:54 GMT"", ""host"": ""localhost:8080"", ""accept"": ""text/css,*/*;q=0.1"", ""connection"": ""keep-alive"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-gpc"": ""1"", ""sec-fetch-site"": ""same-origin"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""cookie"": ""OJSSID=hu5d67i11uhrucoaco701gqbo7""}",BLOCK,0.74,0.814,UNKNOWN_ATTACK,rf-v2.0-userspace
6abb1bed6b591a1a4a7daa70f2154647,"Fri, 08 May 2026 06:40:41 GMT",GET,/index.php/publicknowledge/$$$call$$$/page/page/css?name=font,name=font,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/css,*/*;q=0.1",http://localhost:8080/index.php/publicknowledge,84dad94fe107a0e3,,,,0,172.19.0.1,46442,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""sec-fetch-mode"": ""no-cors"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""sec-fetch-dest"": ""style"", ""referer"": ""http://localhost:8080/index.php/publicknowledge"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""if-modified-since"": ""Sun, 26 Apr 2026 15:27:54 GMT"", ""host"": ""localhost:8080"", ""accept"": ""text/css,*/*;q=0.1"", ""connection"": ""keep-alive"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-gpc"": ""1"", ""sec-fetch-site"": ""same-origin"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""cookie"": ""OJSSID=hu5d67i11uhrucoaco701gqbo7""}",BLOCK,0.74,0.814,UNKNOWN_ATTACK,rf-v2.0-userspace
8d6773305d3bceb72dce7f1f5bac0f0e,"Fri, 08 May 2026 06:40:41 GMT",GET,/plugins/themes/default/js/lib/popper/popper.js?v=3.4.0.0,v=3.4.0.0,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,*/*,http://localhost:8080/index.php/publicknowledge,84dad94fe107a0e3,,,,0,172.19.0.1,46490,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""sec-fetch-dest"": ""script"", ""referer"": ""http://localhost:8080/index.php/publicknowledge"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""sec-fetch-mode"": ""no-cors"", ""host"": ""localhost:8080"", ""accept"": ""*/*"", ""connection"": ""keep-alive"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-gpc"": ""1"", ""sec-fetch-site"": ""same-origin"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""cookie"": ""OJSSID=hu5d67i11uhrucoaco701gqbo7""}",BLOCK,0.73,0.803,UNKNOWN_ATTACK,rf-v2.0-userspace
d3b9f11897df766aadcd58455ba6bacf,"Fri, 08 May 2026 06:40:41 GMT",GET,/lib/pkp/lib/vendor/components/jquery/jquery.min.js?v=3.4.0.0,v=3.4.0.0,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,*/*,http://localhost:8080/index.php/publicknowledge,84dad94fe107a0e3,,,,0,172.19.0.1,46458,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""sec-fetch-dest"": ""script"", ""referer"": ""http://localhost:8080/index.php/publicknowledge"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""sec-fetch-mode"": ""no-cors"", ""host"": ""localhost:8080"", ""accept"": ""*/*"", ""connection"": ""keep-alive"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-gpc"": ""1"", ""sec-fetch-site"": ""same-origin"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""cookie"": ""OJSSID=hu5d67i11uhrucoaco701gqbo7""}",BLOCK,0.73,0.803,UNKNOWN_ATTACK,rf-v2.0-userspace
1fab6736e399e2613e067a95536e5560,"Fri, 08 May 2026 06:40:41 GMT",GET,/lib/pkp/lib/vendor/components/jqueryui/jquery-ui.min.js?v=3.4.0.0,v=3.4.0.0,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,*/*,http://localhost:8080/index.php/publicknowledge,84dad94fe107a0e3,,,,0,172.19.0.1,46474,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""sec-fetch-dest"": ""script"", ""referer"": ""http://localhost:8080/index.php/publicknowledge"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""sec-fetch-mode"": ""no-cors"", ""host"": ""localhost:8080"", ""accept"": ""*/*"", ""connection"": ""keep-alive"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-gpc"": ""1"", ""sec-fetch-site"": ""same-origin"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""cookie"": ""OJSSID=hu5d67i11uhrucoaco701gqbo7""}",BLOCK,0.73,0.803,UNKNOWN_ATTACK,rf-v2.0-userspace
d360348ce7fbcf244281d53b081f8a48,"Fri, 08 May 2026 06:40:41 GMT",GET,/lib/pkp/styles/fontawesome/fontawesome-webfont.woff2?v=4.7.0,v=4.7.0,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,*/*,http://localhost:8080/lib/pkp/styles/fontawesome/fontawesome.css?v=3.4.0.0,84dad94fe107a0e3,,,,0,172.19.0.1,46448,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""sec-fetch-mode"": ""cors"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""sec-fetch-dest"": ""font"", ""referer"": ""http://localhost:8080/lib/pkp/styles/fontawesome/fontawesome.css?v=3.4.0.0"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""accept"": ""*/*"", ""host"": ""localhost:8080"", ""connection"": ""keep-alive"", ""origin"": ""http://localhost:8080"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-gpc"": ""1"", ""sec-fetch-site"": ""same-origin"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""cookie"": ""OJSSID=hu5d67i11uhrucoaco701gqbo7""}",BLOCK,0.73,0.803,UNKNOWN_ATTACK,rf-v2.0-userspace
ed287b2c79ce368e0235246e4e5bc53c,"Fri, 08 May 2026 06:41:00 GMT",GET,/index.php/publicknowledge/login,,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",http://localhost:8080/index.php/publicknowledge,84dad94fe107a0e3,,,,0,172.19.0.1,46448,172.19.0.3,80,,"{""sec-fetch-user"": ""?1"", ""sec-fetch-dest"": ""document"", ""referer"": ""http://localhost:8080/index.php/publicknowledge"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""host"": ""localhost:8080"", ""connection"": ""keep-alive"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-ch-ua-mobile"": ""?0"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""upgrade-insecure-requests"": ""1"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-fetch-site"": ""same-origin"", ""sec-fetch-mode"": ""navigate"", ""cookie"": ""OJSSID=hu5d67i11uhrucoaco701gqbo7""}",PASS,0.68,0.748,NONE,rf-v2.0-userspace
69f6ee1fdb3464fd2f038b34325cf664,"Fri, 08 May 2026 06:41:00 GMT",GET,/index.php/publicknowledge/$$$call$$$/page/page/css?name=stylesheet,name=stylesheet,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/css,*/*;q=0.1",http://localhost:8080/index.php/publicknowledge/login,84dad94fe107a0e3,,,,0,172.19.0.1,46448,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""sec-fetch-mode"": ""no-cors"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""sec-fetch-dest"": ""style"", ""referer"": ""http://localhost:8080/index.php/publicknowledge/login"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""if-modified-since"": ""Fri, 08 May 2026 06:40:41 GMT"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""host"": ""localhost:8080"", ""accept"": ""text/css,*/*;q=0.1"", ""connection"": ""keep-alive"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-gpc"": ""1"", ""sec-fetch-site"": ""same-origin"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""cookie"": ""OJSSID=hu5d67i11uhrucoaco701gqbo7""}",BLOCK,0.74,0.814,UNKNOWN_ATTACK,rf-v2.0-userspace
ec75dba23132addaaf7fa50b9b7d79e0,"Fri, 08 May 2026 06:41:00 GMT",GET,/index.php/publicknowledge/$$$call$$$/page/page/css?name=font,name=font,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/css,*/*;q=0.1",http://localhost:8080/index.php/publicknowledge/login,84dad94fe107a0e3,,,,0,172.19.0.1,46442,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""sec-fetch-mode"": ""no-cors"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""sec-fetch-dest"": ""style"", ""referer"": ""http://localhost:8080/index.php/publicknowledge/login"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""if-modified-since"": ""Fri, 08 May 2026 06:40:41 GMT"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""host"": ""localhost:8080"", ""accept"": ""text/css,*/*;q=0.1"", ""connection"": ""keep-alive"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-gpc"": ""1"", ""sec-fetch-site"": ""same-origin"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""cookie"": ""OJSSID=hu5d67i11uhrucoaco701gqbo7""}",BLOCK,0.74,0.814,UNKNOWN_ATTACK,rf-v2.0-userspace
